Route_ID,Source_City,Destination_City,Distance_km,Departure_Time,Arrival_Time,Duration_min,Day_of_Week,Bus_Type,Operator_Name,Seats_Available,Total_Seats,Ticket_Price_INR,Rating,Reviews_Count
R3773,Mumbai,Vijayawada,322,03:30,01:38,1328,Friday,AC Semi-Sleeper,Orange Tours,35,40,601.46,4.4,1579
R3774,Mumbai,Bhopal,111,21:30,17:39,1209,Sunday,AC Sleeper,KSRTC,13,44,275.14,3.6,602
R3775,Rajkot,Kochi,688,02:00,10:25,505,Sunday,Non-AC Semi-Sleeper,TNSTC,6,36,1497.71,4.7,668
R3776,Coimbatore,Pune,199,10:00,01:44,944,Friday,Non-AC Seater,TNSTC,19,40,460.78,3.8,938
R3777,Delhi,Agra,304,19:30,10:24,954,Friday,AC Semi-Sleeper,Royal Rajasthan,21,40,645.13,4.5,363
R3778,Guwahati,Nagpur,873,00:00,06:58,418,Friday,Non-AC Seater,TNSTC,17,40,1700.83,4.6,298
R3779,Lucknow,Guwahati,717,11:00,08:25,1285,Saturday,AC Seater,Royal Rajasthan,26,40,2034.44,5.0,260
R3780,Shillong,Surat,481,22:15,18:44,1229,Tuesday,AC Sleeper,Deccan Lines,31,48,1405.11,4.0,831
R3781,Kochi,Pune,478,11:15,02:46,931,Sunday,AC Seater,KSRTC,12,40,1534.81,4.8,1439
R3782,Shillong,Pune,893,01:45,23:50,1325,Tuesday,Non-AC Semi-Sleeper,SRS Travels,4,42,1751.5,4.5,1093
R3783,Mysore,Indore,476,06:45,11:47,302,Wednesday,Non-AC Seater,Orange Tours,5,48,1228.28,3.5,1852
R3784,Madurai,Patna,1393,02:30,16:57,867,Friday,Non-AC Sleeper,VRL Logistics,26,30,3409.65,4.3,271
R3785,Madurai,Jaipur,306,04:00,02:07,1327,Wednesday,Non-AC Seater,VRL Logistics,22,30,1055.25,4.2,708
R3786,Goa,Delhi,1453,11:45,08:15,1290,Saturday,AC Semi-Sleeper,VRL Logistics,28,48,4654.46,4.6,1870
R3787,Rajkot,Ahmedabad,234,13:45,01:13,748,Friday,AC Seater,GreenLine Travels,19,30,427.09,4.1,1833
R3788,Nagpur,Coimbatore,824,03:00,15:50,770,Monday,Non-AC Seater,Orange Tours,7,44,2772.44,4.2,1293
R3789,Mysore,Bangalore,199,23:45,07:43,538,Sunday,Non-AC Sleeper,GreenLine Travels,9,30,543.99,4.6,867
R3790,Shillong,Goa,674,22:30,07:43,553,Monday,Non-AC Seater,VRL Logistics,24,40,1355.02,3.9,1351
R3791,Madurai,Jaipur,384,14:00,05:53,953,Sunday,AC Semi-Sleeper,TNSTC,10,30,1296.04,3.7,538
R3792,Kochi,Chennai,893,19:30,03:25,535,Tuesday,AC Semi-Sleeper,Karnataka Travels,38,48,2389.72,4.7,933
R3793,Nashik,Mumbai,736,00:45,22:55,1330,Wednesday,AC Sleeper,SRS Travels,38,40,2040.17,3.7,1770
R3794,Chandigarh,Madurai,504,18:45,13:07,1162,Tuesday,Non-AC Seater,Deccan Lines,7,36,1160.76,3.7,1503
R3795,Kochi,Nashik,973,05:00,13:06,486,Friday,Non-AC Sleeper,SRS Travels,3,30,2447.59,4.9,90
R3796,Mumbai,Kochi,385,23:00,14:59,959,Friday,AC Sleeper,Royal Rajasthan,22,42,744.94,4.0,584
R3797,Varanasi,Visakhapatnam,721,23:15,21:09,1374,Monday,AC Sleeper,KSRTC,33,36,2438.32,4.2,359
R3798,Patna,Indore,708,21:00,08:16,676,Monday,AC Semi-Sleeper,TNSTC,19,42,1281.32,3.6,1452
R3799,Nashik,Goa,949,02:15,18:15,960,Thursday,AC Sleeper,Royal Rajasthan,25,44,2075.37,3.6,1690
R3800,Jaipur,Patna,253,06:15,14:23,488,Tuesday,Non-AC Sleeper,Deccan Lines,18,40,690.06,4.3,1489
R3801,Delhi,Lucknow,664,14:30,06:06,996,Saturday,Non-AC Seater,National Express,9,30,2024.58,4.8,310
R3802,Nagpur,Coimbatore,776,22:00,01:59,239,Saturday,Non-AC Semi-Sleeper,Karnataka Travels,29,44,1557.23,4.8,1986
R3803,Trivandrum,Agra,322,16:00,13:08,1268,Saturday,AC Sleeper,National Express,36,44,1116.03,4.0,51
R3804,Nagpur,Ahmedabad,1076,17:00,14:00,1260,Monday,Non-AC Sleeper,National Express,17,36,2282.51,4.9,1671
R3805,Shillong,Bangalore,260,13:15,06:44,1049,Wednesday,Non-AC Semi-Sleeper,GreenLine Travels,38,44,815.96,4.0,913
R3806,Trivandrum,Rajkot,904,05:30,02:18,1308,Wednesday,AC Sleeper,VRL Logistics,17,30,3097.73,4.7,1446
R3807,Ahmedabad,Surat,446,15:15,12:48,1293,Thursday,Non-AC Semi-Sleeper,Karnataka Travels,24,30,876.59,3.7,989
R3808,Guwahati,Mumbai,660,02:30,05:43,193,Sunday,AC Semi-Sleeper,Royal Rajasthan,1,40,1358.31,3.8,408
R3809,Surat,Kolkata,151,15:30,03:37,727,Wednesday,AC Seater,National Express,14,30,280.7,4.4,227
R3810,Ahmedabad,Agra,976,01:30,20:42,1152,Tuesday,Non-AC Semi-Sleeper,KSRTC,20,48,2908.36,5.0,1806
R3811,Nagpur,Jaipur,1165,18:15,17:03,1428,Saturday,AC Sleeper,VRL Logistics,24,36,3493.37,4.3,511
R3812,Mumbai,Lucknow,640,04:15,19:21,906,Monday,Non-AC Semi-Sleeper,Deccan Lines,2,48,1782.93,4.1,1085
R3813,Ahmedabad,Lucknow,109,23:00,21:05,1325,Friday,Non-AC Semi-Sleeper,Orange Tours,36,48,220.19,4.5,485
R3814,Kolkata,Lucknow,959,09:00,13:43,283,Tuesday,Non-AC Seater,KSRTC,23,30,2911.82,4.6,1070
R3815,Ahmedabad,Mumbai,793,19:30,22:52,202,Tuesday,Non-AC Seater,Karnataka Travels,5,48,1961.72,4.8,375
R3816,Ahmedabad,Varanasi,222,06:30,02:42,1212,Thursday,Non-AC Sleeper,GreenLine Travels,9,48,508.02,3.7,681
R3817,Kolkata,Vijayawada,1480,21:15,07:45,630,Wednesday,Non-AC Sleeper,Royal Rajasthan,23,30,4559.2,4.2,652
R3818,Patna,Varanasi,569,16:30,22:26,416,Thursday,AC Seater,Deccan Lines,44,48,1403.61,4.0,46
R3819,Nashik,Kolkata,1150,10:30,00:08,878,Thursday,AC Sleeper,Deccan Lines,23,44,3407.72,4.3,449
R3820,Surat,Pune,734,07:00,04:14,1274,Sunday,AC Sleeper,VRL Logistics,42,44,2006.99,4.0,83
R3821,Agra,Surat,1332,10:30,01:12,942,Tuesday,AC Seater,TNSTC,19,36,3576.77,4.8,115
R3822,Lucknow,Bhopal,797,00:15,11:49,694,Sunday,AC Semi-Sleeper,TNSTC,0,30,1690.59,4.2,1289
R3823,Chandigarh,Guwahati,605,20:30,02:40,370,Sunday,AC Seater,National Express,4,30,1707.25,4.3,148
R3824,Nagpur,Bangalore,1137,14:15,17:43,208,Saturday,Non-AC Seater,Orange Tours,31,48,2607.6,4.3,1220
R3825,Kochi,Varanasi,1483,21:15,01:26,251,Tuesday,Non-AC Seater,SRS Travels,36,36,3094.52,4.1,956
R3826,Shillong,Pune,563,10:00,07:27,1287,Wednesday,Non-AC Sleeper,GreenLine Travels,22,36,1924.36,4.1,1729
R3827,Surat,Goa,527,21:45,13:08,983,Saturday,AC Seater,Deccan Lines,11,30,1560.39,4.4,108
R3828,Patna,Bhopal,543,07:30,05:41,1331,Tuesday,AC Semi-Sleeper,Karnataka Travels,18,30,999.63,4.4,1822
R3829,Agra,Kolkata,511,23:45,04:04,319,Tuesday,AC Semi-Sleeper,GreenLine Travels,26,30,981.46,3.8,545
R3830,Jaipur,Kolkata,122,16:30,20:21,291,Sunday,AC Sleeper,Royal Rajasthan,48,48,411.46,5.0,615
R3831,Visakhapatnam,Rajkot,1005,09:30,12:59,209,Tuesday,AC Seater,Royal Rajasthan,5,42,3514.17,4.6,1128
R3832,Varanasi,Shillong,887,20:30,06:24,654,Tuesday,AC Seater,TNSTC,41,48,2845.97,3.6,1736
R3833,Mumbai,Nagpur,1294,00:00,15:59,959,Tuesday,AC Seater,Karnataka Travels,3,42,4033.81,4.2,1749
R3834,Kolkata,Surat,751,17:00,02:00,540,Wednesday,AC Semi-Sleeper,National Express,0,42,2353.17,4.7,55
R3835,Goa,Bhopal,1070,05:15,15:05,650,Wednesday,AC Seater,Orange Tours,27,44,2925.28,3.6,1839
R3836,Vijayawada,Chennai,674,21:15,10:19,784,Wednesday,Non-AC Sleeper,SRS Travels,2,36,2274.3,4.4,1585
R3837,Visakhapatnam,Nagpur,344,01:30,22:57,1287,Tuesday,AC Sleeper,SRS Travels,18,42,816.38,4.6,1912
R3838,Delhi,Jaipur,1483,12:15,20:52,517,Tuesday,AC Seater,Orange Tours,3,36,3463.91,4.8,1689
R3839,Goa,Visakhapatnam,711,09:30,19:15,645,Wednesday,Non-AC Seater,Deccan Lines,29,42,2337.75,4.2,412
R3840,Mumbai,Indore,436,00:00,11:07,667,Tuesday,AC Seater,KSRTC,17,40,1421.82,3.8,1861
R3841,Nashik,Nagpur,1490,03:15,02:28,1393,Saturday,Non-AC Semi-Sleeper,GreenLine Travels,29,44,3918.91,3.6,237
R3842,Ahmedabad,Goa,569,01:45,07:00,375,Sunday,Non-AC Seater,Karnataka Travels,18,30,1541.18,4.2,889
R3843,Surat,Rajkot,304,19:00,15:07,1207,Saturday,Non-AC Semi-Sleeper,Karnataka Travels,28,30,554.56,4.3,1185
R3844,Goa,Lucknow,161,21:15,13:51,996,Wednesday,Non-AC Semi-Sleeper,Karnataka Travels,0,40,364.22,4.3,103
R3845,Agra,Nagpur,522,05:15,09:41,266,Sunday,Non-AC Semi-Sleeper,Orange Tours,1,44,1402.19,4.4,1954
R3846,Mumbai,Madurai,716,23:30,02:12,222,Friday,AC Sleeper,Deccan Lines,25,42,2364.02,4.4,154
R3847,Trivandrum,Varanasi,462,18:45,06:36,771,Wednesday,Non-AC Semi-Sleeper,Royal Rajasthan,20,36,1144.19,4.4,271
R3848,Jaipur,Surat,847,06:15,19:43,808,Sunday,Non-AC Seater,GreenLine Travels,21,40,2854.25,3.8,387
R3849,Delhi,Agra,236,03:15,15:02,767,Sunday,AC Sleeper,National Express,48,48,687.99,4.7,1749
R3850,Nashik,Surat,868,20:30,10:40,850,Thursday,AC Sleeper,Royal Rajasthan,27,40,2056.27,4.4,1238
R3851,Lucknow,Delhi,939,19:00,00:43,343,Wednesday,Non-AC Semi-Sleeper,Royal Rajasthan,35,48,2905.57,3.7,257
R3852,Coimbatore,Kolkata,963,12:30,20:33,483,Thursday,AC Seater,Royal Rajasthan,3,48,3050.02,3.6,1045
R3853,Mumbai,Visakhapatnam,1312,23:45,05:58,373,Thursday,Non-AC Seater,Karnataka Travels,7,30,3742.69,4.8,899
R3854,Trivandrum,Varanasi,952,20:45,17:50,1265,Monday,Non-AC Seater,Royal Rajasthan,28,42,3083.13,4.1,656
R3855,Goa,Delhi,1300,12:45,19:30,465,Monday,AC Sleeper,TNSTC,5,30,3783.75,4.9,899
R3856,Agra,Rajkot,473,03:30,12:39,549,Sunday,AC Seater,Deccan Lines,1,48,1462.95,4.8,486
R3857,Nagpur,Mumbai,202,09:00,03:26,1106,Friday,Non-AC Semi-Sleeper,Orange Tours,4,48,496.25,4.2,674
R3858,Pune,Goa,370,11:00,15:24,264,Thursday,Non-AC Seater,KSRTC,1,44,893.49,4.9,429
R3859,Kochi,Jaipur,1027,02:00,21:38,1178,Monday,AC Semi-Sleeper,Deccan Lines,0,42,3119.94,4.0,307
R3860,Hyderabad,Shillong,1440,20:30,01:40,310,Monday,Non-AC Sleeper,KSRTC,29,40,3188.15,4.0,131
R3861,Bhopal,Bangalore,210,11:30,02:22,952,Thursday,Non-AC Sleeper,GreenLine Travels,1,30,657.28,4.3,479
R3862,Jaipur,Kolkata,817,01:30,19:45,1095,Friday,Non-AC Seater,SRS Travels,1,40,2471.02,4.4,227
R3863,Vijayawada,Chandigarh,184,00:30,13:15,825,Sunday,Non-AC Seater,Karnataka Travels,10,44,465.31,4.6,603
R3864,Jaipur,Hyderabad,1441,19:15,03:24,489,Monday,Non-AC Sleeper,SRS Travels,22,42,3608.4,4.7,1243
R3865,Indore,Pune,889,20:00,16:38,1238,Thursday,Non-AC Sleeper,Royal Rajasthan,9,36,2913.35,4.4,783
R3866,Pune,Bangalore,418,06:45,23:09,1044,Saturday,AC Semi-Sleeper,Deccan Lines,23,48,1460.99,3.5,1492
R3867,Surat,Rajkot,319,17:45,09:39,1014,Friday,Non-AC Seater,Orange Tours,10,40,696.39,4.4,1622
R3868,Kolkata,Nagpur,405,04:30,17:40,790,Friday,Non-AC Sleeper,VRL Logistics,46,48,1051.24,4.4,571
R3869,Indore,Pune,1381,05:45,21:35,1010,Wednesday,Non-AC Semi-Sleeper,GreenLine Travels,40,48,2599.47,3.8,617
R3870,Ahmedabad,Agra,1086,22:00,18:05,1205,Sunday,Non-AC Seater,SRS Travels,28,42,2590.23,3.9,1239
R3871,Lucknow,Surat,1157,11:30,14:17,227,Wednesday,Non-AC Seater,Orange Tours,12,42,3182.3,4.3,1264
R3872,Ahmedabad,Coimbatore,142,22:45,18:58,1213,Saturday,Non-AC Semi-Sleeper,GreenLine Travels,28,36,353.53,4.0,196
R3873,Chandigarh,Bhopal,1153,23:15,04:51,336,Thursday,AC Sleeper,Karnataka Travels,47,48,3884.65,3.5,379
R3874,Lucknow,Visakhapatnam,1389,14:00,07:59,1079,Tuesday,Non-AC Seater,KSRTC,15,48,4548.14,4.1,55
R3875,Chandigarh,Pune,718,16:00,20:58,298,Saturday,AC Semi-Sleeper,GreenLine Travels,5,36,1851.02,4.0,467
R3876,Agra,Chennai,1293,11:30,23:22,772,Tuesday,AC Semi-Sleeper,Orange Tours,32,44,3492.13,4.1,536
R3877,Delhi,Surat,143,12:15,02:43,868,Thursday,Non-AC Sleeper,KSRTC,18,30,380.59,4.8,1285
R3878,Delhi,Patna,213,12:30,04:59,989,Friday,AC Seater,Orange Tours,41,42,403.42,4.9,1309
R3879,Trivandrum,Rajkot,647,11:30,17:14,404,Friday,Non-AC Semi-Sleeper,VRL Logistics,14,30,1542.72,3.8,849
R3880,Mysore,Indore,903,06:15,14:18,483,Wednesday,Non-AC Seater,SRS Travels,30,40,2771.69,4.9,1102
R3881,Kolkata,Chandigarh,115,04:00,12:22,502,Tuesday,AC Sleeper,KSRTC,1,42,346.85,4.0,563
R3882,Vijayawada,Coimbatore,937,03:15,19:32,977,Friday,Non-AC Sleeper,Orange Tours,7,30,1838.5,3.8,410
R3883,Trivandrum,Bhopal,183,12:15,03:05,950,Saturday,AC Semi-Sleeper,National Express,15,40,524.73,3.6,910
R3884,Varanasi,Bangalore,162,08:15,15:08,473,Tuesday,Non-AC Sleeper,KSRTC,9,40,510.2,4.6,1434
R3885,Lucknow,Delhi,1363,03:30,08:36,306,Saturday,Non-AC Sleeper,SRS Travels,9,44,3587.98,4.1,1641
R3886,Bhopal,Trivandrum,804,23:15,11:54,759,Tuesday,Non-AC Seater,VRL Logistics,27,36,2354.3,4.5,223
R3887,Mysore,Trivandrum,1428,09:15,02:26,1031,Monday,AC Semi-Sleeper,GreenLine Travels,15,44,4837.85,4.1,846
R3888,Bangalore,Nagpur,135,16:45,10:21,1116,Friday,AC Sleeper,TNSTC,40,40,470.05,3.9,1763
R3889,Kolkata,Mysore,822,01:30,11:47,617,Thursday,AC Sleeper,Deccan Lines,11,40,2793.79,3.7,91
R3890,Shillong,Agra,1001,17:15,08:38,923,Thursday,Non-AC Semi-Sleeper,TNSTC,35,36,2859.26,4.5,464
R3891,Shillong,Chennai,574,17:15,09:16,961,Monday,Non-AC Seater,Karnataka Travels,3,42,1243.64,3.8,59
R3892,Kochi,Nagpur,1116,16:15,21:43,328,Tuesday,Non-AC Semi-Sleeper,Orange Tours,34,36,3010.46,4.9,1902
R3893,Surat,Patna,937,18:00,06:51,771,Tuesday,AC Sleeper,Orange Tours,16,40,2249.02,3.6,1509
R3894,Bangalore,Madurai,727,13:15,20:20,425,Monday,Non-AC Sleeper,National Express,6,44,1493.16,3.6,55
R3895,Kochi,Guwahati,1112,13:15,02:30,795,Friday,AC Seater,National Express,5,30,2424.86,4.2,766
R3896,Mysore,Chandigarh,772,15:00,19:23,263,Monday,AC Sleeper,TNSTC,0,30,2124.32,3.6,1651
R3897,Trivandrum,Hyderabad,554,12:15,02:59,884,Monday,Non-AC Sleeper,TNSTC,23,36,1816.36,4.4,1478
R3898,Chennai,Bangalore,1330,21:45,04:49,424,Wednesday,Non-AC Seater,National Express,3,40,2664.69,3.7,440
R3899,Kolkata,Chennai,444,01:30,15:09,879,Saturday,Non-AC Semi-Sleeper,National Express,20,30,1505.54,3.9,531
R3900,Chandigarh,Guwahati,118,09:00,19:12,612,Thursday,AC Seater,Deccan Lines,24,48,305.18,4.1,1599
R3901,Goa,Mysore,607,06:00,15:22,562,Thursday,Non-AC Seater,Karnataka Travels,29,30,2026.35,4.1,1383
R3902,Agra,Patna,1055,21:45,01:10,265,Saturday,AC Seater,Karnataka Travels,2,36,2275.83,4.6,42
R3903,Coimbatore,Delhi,1208,06:45,05:05,1400,Friday,AC Semi-Sleeper,VRL Logistics,32,36,3045.73,3.9,390
R3904,Madurai,Lucknow,914,03:00,13:20,620,Sunday,Non-AC Sleeper,GreenLine Travels,11,30,2478.81,4.2,1912
R3905,Bhopal,Madurai,112,08:00,16:28,508,Monday,Non-AC Semi-Sleeper,SRS Travels,10,36,370.93,4.6,929
R3906,Surat,Madurai,725,01:30,14:39,789,Wednesday,Non-AC Seater,KSRTC,4,48,2210.19,4.9,304
R3907,Patna,Visakhapatnam,106,16:15,03:27,672,Friday,AC Semi-Sleeper,Karnataka Travels,10,44,233.07,3.5,88
R3908,Madurai,Pune,992,10:00,18:08,488,Monday,AC Sleeper,TNSTC,7,30,2892.02,4.4,954
R3909,Kolkata,Agra,514,08:30,03:04,1174,Saturday,AC Sleeper,Orange Tours,10,30,1286.16,4.2,1881
R3910,Surat,Bangalore,1077,10:00,14:56,296,Saturday,AC Semi-Sleeper,Karnataka Travels,17,44,2730.52,3.6,1849
R3911,Shillong,Pune,470,16:45,20:49,244,Monday,Non-AC Seater,SRS Travels,7,30,1476.64,5.0,1789
R3912,Kochi,Vijayawada,541,00:00,20:43,1243,Thursday,AC Semi-Sleeper,Orange Tours,22,48,1576.72,4.6,1226
R3913,Surat,Nagpur,330,10:45,15:22,337,Friday,Non-AC Seater,GreenLine Travels,15,30,873.38,4.0,251
R3914,Kochi,Coimbatore,780,06:15,11:53,338,Tuesday,Non-AC Semi-Sleeper,SRS Travels,29,30,2462.19,4.1,1501
R3915,Patna,Visakhapatnam,1095,13:45,04:42,957,Sunday,AC Sleeper,Deccan Lines,33,36,2505.65,4.9,1001
R3916,Visakhapatnam,Agra,535,18:30,15:21,1311,Monday,AC Semi-Sleeper,National Express,45,48,1556.72,4.8,1605
R3917,Delhi,Bangalore,319,23:30,02:11,221,Sunday,Non-AC Semi-Sleeper,TNSTC,35,48,861.09,4.2,987
R3918,Kolkata,Kochi,230,22:15,02:35,260,Friday,AC Seater,TNSTC,32,36,523.79,3.8,782
R3919,Kochi,Bangalore,642,01:00,15:03,843,Sunday,AC Sleeper,VRL Logistics,42,44,1965.4,4.2,211
R3920,Agra,Patna,1430,06:15,11:24,309,Sunday,Non-AC Seater,Orange Tours,5,44,3755.2,4.8,374
R3921,Delhi,Varanasi,1128,07:15,11:46,271,Saturday,AC Semi-Sleeper,National Express,35,36,2923.64,4.9,1172
R3922,Bangalore,Shillong,239,21:45,04:12,447,Wednesday,Non-AC Sleeper,GreenLine Travels,21,30,527.6,4.5,590
R3923,Kolkata,Chandigarh,589,01:00,17:11,971,Sunday,Non-AC Seater,Karnataka Travels,24,42,1938.14,4.3,538
R3924,Kolkata,Goa,1289,08:15,11:14,239,Sunday,Non-AC Sleeper,VRL Logistics,10,30,3423.56,4.1,1698
R3925,Varanasi,Ahmedabad,610,02:15,08:43,388,Wednesday,Non-AC Sleeper,Karnataka Travels,42,44,2063.74,4.9,131
R3926,Agra,Mysore,779,22:00,15:44,1064,Friday,AC Sleeper,SRS Travels,1,42,2596.37,4.5,109
R3927,Visakhapatnam,Nagpur,119,14:30,22:05,515,Sunday,Non-AC Semi-Sleeper,Royal Rajasthan,43,48,255.03,4.3,1751
R3928,Nashik,Visakhapatnam,784,01:45,18:05,1040,Sunday,AC Semi-Sleeper,Orange Tours,40,40,2521.35,3.5,1013
R3929,Nagpur,Surat,685,12:15,02:56,881,Sunday,Non-AC Semi-Sleeper,GreenLine Travels,3,36,1436.56,4.0,1767
R3930,Pune,Surat,654,20:45,22:22,157,Thursday,AC Sleeper,GreenLine Travels,5,42,1212.76,3.9,833
R3931,Visakhapatnam,Coimbatore,915,16:30,06:24,894,Tuesday,AC Sleeper,Deccan Lines,17,36,3024.77,3.7,1011
R3932,Mumbai,Pune,1359,05:30,09:33,243,Friday,AC Sleeper,GreenLine Travels,24,36,2493.87,3.9,1678
R3933,Surat,Shillong,122,09:45,17:39,534,Tuesday,AC Seater,SRS Travels,37,48,322.68,4.0,1065
R3934,Pune,Indore,891,22:30,13:32,902,Monday,Non-AC Semi-Sleeper,National Express,6,44,2863.67,4.5,1815
R3935,Kochi,Lucknow,1248,02:00,08:11,371,Monday,AC Semi-Sleeper,SRS Travels,32,40,2619.46,3.7,1411
R3936,Delhi,Nashik,891,06:00,03:27,1287,Monday,AC Semi-Sleeper,Deccan Lines,31,42,1991.87,4.0,1036
R3937,Coimbatore,Ahmedabad,1054,07:00,23:36,996,Tuesday,Non-AC Seater,GreenLine Travels,21,42,3390.78,4.9,383
R3938,Trivandrum,Bangalore,610,17:00,20:41,221,Sunday,AC Semi-Sleeper,SRS Travels,9,36,1877.62,4.7,1567
R3939,Coimbatore,Trivandrum,1111,22:00,17:46,1186,Monday,AC Semi-Sleeper,GreenLine Travels,12,42,3653.91,4.1,582
R3940,Nashik,Lucknow,260,02:30,15:43,793,Monday,AC Semi-Sleeper,GreenLine Travels,16,48,821.09,4.5,1061
R3941,Nagpur,Mumbai,1424,07:30,04:48,1278,Sunday,AC Seater,Royal Rajasthan,13,44,2593.03,3.8,1596
R3942,Lucknow,Agra,1367,08:30,22:32,842,Monday,Non-AC Sleeper,Karnataka Travels,35,42,3493.38,3.7,1602
R3943,Guwahati,Vijayawada,133,15:45,07:16,991,Wednesday,AC Sleeper,Royal Rajasthan,13,36,325.21,3.7,43
R3944,Trivandrum,Lucknow,348,21:15,11:58,883,Friday,AC Sleeper,Deccan Lines,4,48,1096.09,3.5,655
R3945,Rajkot,Nagpur,1042,22:45,10:23,758,Sunday,Non-AC Semi-Sleeper,Royal Rajasthan,27,48,3286.22,4.8,1704
R3946,Coimbatore,Bhopal,359,12:00,17:23,323,Wednesday,Non-AC Semi-Sleeper,Deccan Lines,31,44,725.57,4.8,276
R3947,Delhi,Mumbai,587,16:45,22:20,395,Saturday,Non-AC Seater,Royal Rajasthan,33,48,1618.89,4.2,728
R3948,Guwahati,Chandigarh,1351,14:45,03:17,812,Saturday,Non-AC Semi-Sleeper,Royal Rajasthan,13,42,3153.97,4.4,1551
R3949,Lucknow,Agra,680,13:00,17:25,265,Saturday,AC Semi-Sleeper,National Express,15,42,1539.36,4.5,1941
R3950,Bhopal,Guwahati,1300,05:45,11:43,418,Wednesday,Non-AC Seater,SRS Travels,22,36,2492.89,4.6,1742
R3951,Goa,Hyderabad,200,10:15,09:54,1419,Tuesday,AC Semi-Sleeper,SRS Travels,5,36,423.77,4.3,1041
R3952,Surat,Trivandrum,400,16:00,03:23,683,Sunday,Non-AC Sleeper,National Express,2,40,959.24,3.7,1605
R3953,Agra,Trivandrum,157,20:00,01:06,306,Saturday,Non-AC Seater,Deccan Lines,32,48,372.73,4.5,1140
R3954,Bhopal,Kochi,403,13:45,21:05,500,Friday,Non-AC Seater,TNSTC,23,36,1132.57,3.6,1016
R3955,Delhi,Kolkata,345,17:15,12:49,1174,Saturday,AC Semi-Sleeper,VRL Logistics,30,40,919.88,4.9,1113
R3956,Mysore,Guwahati,1266,15:15,03:47,752,Wednesday,AC Semi-Sleeper,Karnataka Travels,31,42,3619.69,3.6,1119
R3957,Hyderabad,Mysore,353,10:00,23:58,838,Saturday,Non-AC Semi-Sleeper,VRL Logistics,21,44,945.6,4.4,1516
R3958,Kochi,Chandigarh,702,07:30,06:56,1406,Sunday,AC Sleeper,Royal Rajasthan,34,40,2166.3,4.8,1104
R3959,Guwahati,Visakhapatnam,640,20:30,10:22,892,Sunday,Non-AC Seater,Orange Tours,28,42,2044.63,3.7,934
R3960,Jaipur,Varanasi,635,04:30,08:45,255,Wednesday,AC Sleeper,SRS Travels,4,30,1168.67,3.6,711
R3961,Shillong,Pune,120,14:30,18:51,261,Wednesday,AC Sleeper,SRS Travels,30,30,257.06,4.5,322
R3962,Mysore,Surat,205,03:00,11:34,514,Friday,Non-AC Semi-Sleeper,Royal Rajasthan,31,48,592.02,4.3,812
R3963,Goa,Visakhapatnam,178,00:00,21:28,1288,Wednesday,Non-AC Sleeper,VRL Logistics,20,40,360.22,3.7,717
R3964,Ahmedabad,Indore,234,04:45,13:38,593,Wednesday,Non-AC Seater,GreenLine Travels,17,40,643.38,4.1,344
R3965,Chandigarh,Coimbatore,795,03:45,12:54,549,Friday,Non-AC Sleeper,Royal Rajasthan,9,44,1711.56,3.6,680
R3966,Mysore,Delhi,331,02:15,08:36,381,Thursday,AC Seater,Orange Tours,3,40,946.09,4.3,1396
R3967,Pune,Kochi,361,05:30,09:04,274,Sunday,AC Semi-Sleeper,VRL Logistics,0,36,1091.9,4.1,1948
R3968,Mysore,Patna,374,18:00,11:49,1069,Friday,AC Sleeper,VRL Logistics,20,44,1286.0,3.8,524
R3969,Mysore,Shillong,1179,18:15,21:21,186,Friday,Non-AC Seater,National Express,39,40,3250.26,4.7,520
R3970,Guwahati,Bhopal,1065,12:00,20:12,492,Wednesday,AC Seater,KSRTC,11,44,3287.88,3.7,1166
R3971,Goa,Kochi,425,03:15,00:24,1269,Wednesday,AC Sleeper,National Express,13,42,839.81,4.3,1138
R3972,Trivandrum,Ahmedabad,155,12:45,14:34,169,Wednesday,Non-AC Sleeper,VRL Logistics,44,44,436.18,4.8,1995
R3973,Mumbai,Visakhapatnam,117,00:15,20:34,1219,Sunday,Non-AC Seater,KSRTC,8,42,371.34,4.9,547
R3974,Vijayawada,Kolkata,507,12:45,19:43,478,Friday,AC Semi-Sleeper,National Express,10,40,1758.16,4.5,649
R3975,Coimbatore,Bangalore,482,21:15,20:18,1383,Thursday,Non-AC Semi-Sleeper,SRS Travels,25,48,1307.53,4.0,281
R3976,Surat,Nagpur,1278,10:30,18:18,528,Friday,Non-AC Sleeper,Karnataka Travels,20,36,3860.96,4.0,1629
R3977,Madurai,Varanasi,396,14:15,10:55,1240,Saturday,Non-AC Sleeper,GreenLine Travels,2,36,950.27,4.4,1340
R3978,Trivandrum,Varanasi,647,10:45,12:55,130,Saturday,Non-AC Semi-Sleeper,VRL Logistics,8,40,1850.92,3.6,1408
R3979,Shillong,Jaipur,1049,18:30,05:38,668,Saturday,Non-AC Semi-Sleeper,VRL Logistics,20,44,3214.2,4.7,1844
R3980,Agra,Goa,738,00:15,14:42,867,Wednesday,Non-AC Semi-Sleeper,VRL Logistics,31,36,2146.02,4.4,1297
R3981,Pune,Nashik,1208,00:45,07:01,436,Monday,Non-AC Seater,VRL Logistics,23,40,3633.74,4.6,1361
R3982,Ahmedabad,Surat,1083,08:45,13:26,341,Sunday,Non-AC Seater,Royal Rajasthan,39,40,3755.04,4.8,1946
R3983,Agra,Rajkot,151,17:00,16:32,1412,Saturday,Non-AC Seater,Karnataka Travels,1,48,317.46,4.4,1912
